Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,Year,ERW,TSI_Both_Mskd,Above_TSI_Both_Rate
Male,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,459.0,,,930.0,276,252,91.3,23,9.1,2020,470.0,46,18.3
Missing Gender,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Bil/ESL,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,429.0,,,867.0,<25,<25,88.2,<25,,2020,438.0,<25,6.7
Not Bil/ESL,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,462.0,,,941.0,<600,<575,93.9,<50,7.4,2020,479.0,<125,20.5
Missing Bil/ESL,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,0,2,,0,,2020,490.0,1,50.0
CTE,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,443.0,,,903.0,372,356,95.7,11,3.1,2020,460.0,41,11.5
Not CTE,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,492.0,,,999.0,238,216,90.8,30,13.9,2020,508.0,74,34.3
Missing CTE,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,0,2,,0,,2020,490.0,1,50.0
Gifted,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,587.0,,,1211.0,<50,<50,100.0,<25,57.6,2020,624.0,<50,75.8
Not Gifted,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,454.0,,,923.0,578,539,93.3,22,4.1,2020,469.0,90,16.7
Missing Gifted,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,<25,<25,,<25,,2020,490.0,<25,50.0
Special Ed,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,362.0,,,728.0,<50,<50,90.6,<25,,2020,366.0,<25,
Not Special Ed,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,467.0,,,950.0,<600,<550,93.9,<50,7.6,2020,484.0,<125,21.2
Missing Special Ed,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,0,2,,0,,2020,490.0,1,50.0
Title1,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Title1,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,461.0,,,939.0,<625,<575,93.8,<50,7.2,2020,478.0,<125,20.1
Missing Title1,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,0,2,,0,,2020,490.0,1,50.0
At-Risk,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,415.0,,,839.0,<150,<150,91.2,<25,,2020,424.0,<25,6.0
Not At-Risk,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,476.0,,,972.0,<475,<450,92.9,<50,9.5,2020,495.0,<125,24.7
Missing At-Risk,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,439.0,,,884.0,0,10,,0,,2020,445.0,2,20.0
English Learner,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,436.0,,,875.0,<25,<25,88.9,<25,,2020,439.0,<25,6.3
Not English Learner,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,462.0,,,941.0,<600,<575,93.9,<50,7.4,2020,479.0,<125,20.5
Missing English Learner,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,0,2,,0,,2020,490.0,1,50.0
Immigrant,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Immigrant,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,462.0,,,940.0,<625,<575,92.6,<50,7.3,2020,478.0,<125,20.2
Missing Immigrant,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,439.0,,,884.0,0,10,,0,,2020,445.0,2,20.0
Migrant,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Migrant,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,461.0,,,939.0,<625,<575,93.8,<50,7.2,2020,478.0,<125,20.1
Missing Migrant,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,0,2,,0,,2020,490.0,1,50.0
Dyslexia,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,424.0,,,840.0,<25,<25,62.5,<25,,2020,416.0,<25,
Not Dyslexia,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,462.0,,,941.0,<625,<575,92.9,<50,7.3,2020,479.0,<125,20.4
Missing Dyslexia,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,439.0,,,884.0,0,10,,0,,2020,445.0,2,20.0
Homeless,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,440.0,,,970.0,<25,<25,100.0,<25,,2020,530.0,<25,
Not Homeless,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,461.0,,,939.0,<625,<575,93.6,<50,7.2,2020,478.0,<125,20.2
Missing Homeless,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,0,2,,0,,2020,490.0,1,50.0
Foster Care,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,410.0,,,815.0,<25,<25,100.0,<25,,2020,405.0,<25,
Not Foster Care,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,462.0,,,940.0,<625,<575,93.4,<50,7.2,2020,478.0,<125,20.2
Missing Foster Care,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,0,2,,0,,2020,490.0,1,50.0
Military-Connected,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,461.0,,,959.0,<25,<25,63.6,<25,,2020,497.0,<25,28.6
Not Military-Connected,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,461.0,,,939.0,<600,<575,94.3,<50,7.3,2020,478.0,<125,20.0
Missing Military-Connected,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,0,2,,0,,2020,490.0,1,50.0
Section 504,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,435.0,,,891.0,<50,<25,85.2,<25,8.7,2020,456.0,<25,8.7
Not Section 504,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,462.0,,,941.0,583,549,94.2,39,7.1,2020,479.0,113,20.6
Missing Section 504,57904,Cedar Hill ISD,57,Dallas County,10,Richardson,445.0,,,935.0,<25,<25,,<25,,2020,490.0,<25,50.0
All Students,57905,Dallas ISD,57,Dallas County,10,Richardson,463.0,,,931.0,"8,208","7,931",96.6,761,9.6,2020,468.0,"1,615",20.4
African American,57905,Dallas ISD,57,Dallas County,10,Richardson,438.0,,,885.0,"1,718","1,624",94.5,83,5.1,2020,448.0,208,12.8
American Indian,57905,Dallas ISD,57,Dallas County,10,Richardson,465.0,,,947.0,<50,<25,88.9,<25,8.3,2020,482.0,<25,12.5
Asian,57905,Dallas ISD,57,Dallas County,10,Richardson,541.0,,,1059.0,<125,<125,100.0,<50,33.9,2020,518.0,<75,44.6
Hispanic,57905,Dallas ISD,57,Dallas County,10,Richardson,462.0,,,925.0,"5,847","5,658",96.8,407,7.2,2020,463.0,"1,049",18.5
Pacific Islander,57905,Dallas ISD,57,Dallas County,10,Richardson,469.0,,,947.0,<25,<25,100.0,<25,11.1,2020,478.0,<25,22.2
White,57905,Dallas ISD,57,Dallas County,10,Richardson,555.0,,,1137.0,<450,<450,99.8,<225,48.1,2020,581.0,<275,61.9
Multiracial,57905,Dallas ISD,57,Dallas County,10,Richardson,524.0,,,1062.0,<75,<75,96.4,<25,27.8,2020,539.0,<50,48.1
Missing Ethnicity,57905,Dallas ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Economically Disadvantaged,57905,Dallas ISD,57,Dallas County,10,Richardson,454.0,,,910.0,"6,234","5,975",95.8,361,6.0,2020,456.0,978,16.4
Not Economically Disadvantaged,57905,Dallas ISD,57,Dallas County,10,Richardson,494.0,,,997.0,"1,974","1,949",98.7,399,20.5,2020,503.0,635,32.6
Missing Econ,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,0,7,,1,14.3,2020,486.0,2,28.6
Female,57905,Dallas ISD,57,Dallas County,10,Richardson,464.0,,,939.0,"4,362","4,237",97.1,399,9.4,2020,475.0,855,20.2
Male,57905,Dallas ISD,57,Dallas County,10,Richardson,463.0,,,923.0,"3,846","3,694",96.0,362,9.8,2020,460.0,760,20.6
Missing Gender,57905,Dallas ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Bil/ESL,57905,Dallas ISD,57,Dallas County,10,Richardson,415.0,,,825.0,"1,860","1,784",95.9,10,0.6,2020,410.0,60,3.4
Not Bil/ESL,57905,Dallas ISD,57,Dallas County,10,Richardson,478.0,,,962.0,"6,348","6,140",96.7,750,12.2,2020,485.0,"1,553",25.3
Missing Bil/ESL,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,0,7,,1,14.3,2020,486.0,2,28.6
CTE,57905,Dallas ISD,57,Dallas County,10,Richardson,479.0,,,960.0,"1,578","1,656",100.0,160,9.7,2020,482.0,419,25.3
Not CTE,57905,Dallas ISD,57,Dallas County,10,Richardson,459.0,,,924.0,"6,630","6,268",94.5,600,9.6,2020,464.0,"1,194",19.0
Missing CTE,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,0,7,,1,14.3,2020,486.0,2,28.6
Gifted,57905,Dallas ISD,57,Dallas County,10,Richardson,546.0,,,1097.0,"1,360","1,350",99.3,414,30.7,2020,551.0,717,53.1
Not Gifted,57905,Dallas ISD,57,Dallas County,10,Richardson,447.0,,,897.0,"6,848","6,574",96.0,346,5.3,2020,451.0,896,13.6
Missing Gifted,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,0,7,,1,14.3,2020,486.0,2,28.6
Special Ed,57905,Dallas ISD,57,Dallas County,10,Richardson,377.0,,,755.0,<600,<425,68.7,<25,0.7,2020,378.0,<25,1.7
Not Special Ed,57905,Dallas ISD,57,Dallas County,10,Richardson,468.0,,,941.0,"7,610","7,513",98.7,757,10.1,2020,473.0,"1,606",21.4
Missing Special Ed,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,<25,<25,,<25,14.3,2020,486.0,<25,28.6
Title1,57905,Dallas ISD,57,Dallas County,10,Richardson,461.0,,,924.0,"7,957","7,671",96.4,662,8.6,2020,464.0,"1,455",19.0
Not Title1,57905,Dallas ISD,57,Dallas County,10,Richardson,551.0,,,1142.0,251,253,100.0,98,38.7,2020,591.0,158,62.5
Missing Title1,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,0,7,,1,14.3,2020,486.0,2,28.6
At-Risk,57905,Dallas ISD,57,Dallas County,10,Richardson,442.0,,,885.0,"5,471","5,284",96.6,233,4.4,2020,443.0,660,12.5
Not At-Risk,57905,Dallas ISD,57,Dallas County,10,Richardson,507.0,,,1027.0,"2,737","2,610",95.4,526,20.2,2020,520.0,951,36.4
Missing At-Risk,57905,Dallas ISD,57,Dallas County,10,Richardson,453.0,,,892.0,0,37,,2,5.4,2020,438.0,4,10.8
English Learner,57905,Dallas ISD,57,Dallas County,10,Richardson,415.0,,,826.0,"2,074","1,978",95.4,12,0.6,2020,411.0,65,3.3
Not English Learner,57905,Dallas ISD,57,Dallas County,10,Richardson,479.0,,,966.0,"6,134","5,946",96.9,748,12.6,2020,487.0,"1,548",26.0
Missing English Learner,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,0,7,,1,14.3,2020,486.0,2,28.6
Immigrant,57905,Dallas ISD,57,Dallas County,10,Richardson,422.0,,,839.0,265,252,95.1,11,4.4,2020,417.0,26,10.3
Not Immigrant,57905,Dallas ISD,57,Dallas County,10,Richardson,465.0,,,935.0,"7,943","7,642",96.2,748,9.8,2020,470.0,"1,585",20.7
Missing Immigrant,57905,Dallas ISD,57,Dallas County,10,Richardson,453.0,,,892.0,0,37,,2,5.4,2020,438.0,4,10.8
Migrant,57905,Dallas ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Migrant,57905,Dallas ISD,57,Dallas County,10,Richardson,463.0,,,931.0,"<8,225","<7,925",96.5,<775,9.6,2020,468.0,"<1,625",20.4
Missing Migrant,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,0,7,,1,14.3,2020,486.0,2,28.6
Dyslexia,57905,Dallas ISD,57,Dallas County,10,Richardson,417.0,,,835.0,<150,<125,91.6,<25,2.5,2020,419.0,<25,10.8
Not Dyslexia,57905,Dallas ISD,57,Dallas County,10,Richardson,464.0,,,933.0,"8,077","7,774",96.2,756,9.7,2020,469.0,"1,598",20.6
Missing Dyslexia,57905,Dallas ISD,57,Dallas County,10,Richardson,453.0,,,892.0,<25,<50,,<25,5.4,2020,438.0,<25,10.8
Homeless,57905,Dallas ISD,57,Dallas County,10,Richardson,450.0,,,897.0,125,114,91.2,9,7.9,2020,447.0,15,13.2
Not Homeless,57905,Dallas ISD,57,Dallas County,10,Richardson,464.0,,,932.0,"8,083","7,810",96.6,751,9.6,2020,468.0,"1,598",20.5
Missing Homeless,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,0,7,,1,14.3,2020,486.0,2,28.6
Foster Care,57905,Dallas ISD,57,Dallas County,10,Richardson,375.0,,,740.0,<25,<25,100.0,<25,,2020,365.0,<25,
Not Foster Care,57905,Dallas ISD,57,Dallas County,10,Richardson,463.0,,,931.0,"8,206","7,922",96.5,760,9.6,2020,468.0,"1,613",20.4
Missing Foster Care,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,<25,<25,,<25,14.3,2020,486.0,<25,28.6
Military-Connected,57905,Dallas ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Military-Connected,57905,Dallas ISD,57,Dallas County,10,Richardson,463.0,,,931.0,"<8,225","<7,925",96.5,<775,9.6,2020,468.0,"<1,625",20.4
Missing Military-Connected,57905,Dallas ISD,57,Dallas County,10,Richardson,526.0,,,1011.0,0,7,,1,14.3,2020,486.0,2,28.6
Section 504,57905,Dallas ISD,57,Dallas County,10,Richardson,475.0,,,963.0,286,274,95.8,45,16.4,2020,488.0,76,27.7
Not Section 504,57905,Dallas ISD,57,Dallas County,10,Richardson,463.0,,,930.0,"7,922","7,645",96.5,713,9.3,2020,467.0,"1,535",20.1
Missing Section 504,57905,Dallas ISD,57,Dallas County,10,Richardson,546.0,,,1036.0,0,12,,3,25.0,2020,490.0,4,33.3
All Students,57906,Desoto ISD,57,Dallas County,10,Richardson,437.0,,,897.0,719,680,94.6,22,3.2,2020,460.0,80,11.8
African American,57906,Desoto ISD,57,Dallas County,10,Richardson,436.0,,,895.0,594,574,96.6,18,3.1,2020,459.0,66,11.5
American Indian,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Asian,57906,Desoto ISD,57,Dallas County,10,Richardson,513.0,,,1053.0,<25,<25,100.0,<25,,2020,540.0,<25,66.7
Hispanic,57906,Desoto ISD,57,Dallas County,10,Richardson,438.0,,,895.0,<125,<100,85.8,<25,2.2,2020,458.0,<25,11.0
Pacific Islander,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,100.0,<25,100.0,2020,,<25,100.0
White,57906,Desoto ISD,57,Dallas County,10,Richardson,478.0,,,968.0,<25,<25,66.7,<25,16.7,2020,490.0,<25,16.7
Multiracial,57906,Desoto ISD,57,Dallas County,10,Richardson,426.0,,,890.0,<25,<25,83.3,<25,,2020,464.0,<25,
Missing Ethnicity,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Economically Disadvantaged,57906,Desoto ISD,57,Dallas County,10,Richardson,433.0,,,887.0,499,484,97.0,11,2.3,2020,454.0,52,10.7
Not Economically Disadvantaged,57906,Desoto ISD,57,Dallas County,10,Richardson,448.0,,,922.0,<225,<200,89.1,<25,5.6,2020,473.0,<50,14.3
Missing Econ,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Female,57906,Desoto ISD,57,Dallas County,10,Richardson,441.0,,,910.0,370,350,94.6,14,4.0,2020,469.0,45,12.9
Male,57906,Desoto ISD,57,Dallas County,10,Richardson,433.0,,,883.0,<350,<350,94.6,<25,2.4,2020,450.0,<50,10.6
Missing Gender,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Bil/ESL,57906,Desoto ISD,57,Dallas County,10,Richardson,366.0,,,750.0,<25,<25,83.3,<25,,2020,384.0,<25,
Not Bil/ESL,57906,Desoto ISD,57,Dallas County,10,Richardson,438.0,,,899.0,<725,<675,94.8,<25,3.3,2020,461.0,<100,11.9
Missing Bil/ESL,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
CTE,57906,Desoto ISD,57,Dallas County,10,Richardson,438.0,,,897.0,<650,<625,97.3,<25,3.4,2020,459.0,<75,11.7
Not CTE,57906,Desoto ISD,57,Dallas County,10,Richardson,431.0,,,900.0,<100,<75,74.1,<25,1.6,2020,470.0,<25,12.7
Missing CTE,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Gifted,57906,Desoto ISD,57,Dallas County,10,Richardson,515.0,,,1050.0,85,86,100.0,14,16.3,2020,536.0,35,40.7
Not Gifted,57906,Desoto ISD,57,Dallas County,10,Richardson,426.0,,,875.0,634,594,93.7,8,1.3,2020,449.0,45,7.6
Missing Gifted,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Special Ed,57906,Desoto ISD,57,Dallas County,10,Richardson,367.0,,,744.0,<75,<75,83.1,<25,,2020,377.0,<25,1.9
Not Special Ed,57906,Desoto ISD,57,Dallas County,10,Richardson,443.0,,,910.0,<675,<650,95.7,<25,3.5,2020,467.0,<100,12.6
Missing Special Ed,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Title1,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Title1,57906,Desoto ISD,57,Dallas County,10,Richardson,437.0,,,897.0,<725,<700,94.6,<25,3.2,2020,460.0,<100,11.8
Missing Title1,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
At-Risk,57906,Desoto ISD,57,Dallas County,10,Richardson,406.0,,,834.0,<350,<325,94.4,<25,0.6,2020,427.0,<25,3.1
Not At-Risk,57906,Desoto ISD,57,Dallas County,10,Richardson,465.0,,,954.0,382,358,93.7,20,5.6,2020,489.0,70,19.6
Missing At-Risk,57906,Desoto ISD,57,Dallas County,10,Richardson,423.0,,,855.0,<25,<25,,<25,,2020,433.0,<25,
English Learner,57906,Desoto ISD,57,Dallas County,10,Richardson,364.0,,,738.0,<25,<25,85.7,<25,,2020,374.0,<25,
Not English Learner,57906,Desoto ISD,57,Dallas County,10,Richardson,439.0,,,900.0,<725,<675,94.8,<25,3.3,2020,461.0,<100,12.0
Missing English Learner,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Immigrant,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Immigrant,57906,Desoto ISD,57,Dallas County,10,Richardson,437.0,,,897.0,<725,<700,94.0,<25,3.3,2020,460.0,<100,11.8
Missing Immigrant,57906,Desoto ISD,57,Dallas County,10,Richardson,423.0,,,855.0,0,4,,0,,2020,433.0,0,
Migrant,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Migrant,57906,Desoto ISD,57,Dallas County,10,Richardson,437.0,,,897.0,<725,<700,94.6,<25,3.2,2020,460.0,<100,11.8
Missing Migrant,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Dyslexia,57906,Desoto ISD,57,Dallas County,10,Richardson,405.0,,,843.0,<25,<25,100.0,<25,,2020,438.0,<25,
Not Dyslexia,57906,Desoto ISD,57,Dallas County,10,Richardson,438.0,,,898.0,<725,<675,94.0,<25,3.3,2020,460.0,<100,11.9
Missing Dyslexia,57906,Desoto ISD,57,Dallas County,10,Richardson,423.0,,,855.0,0,4,,0,,2020,433.0,0,
Homeless,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,100.0,<25,,2020,,<25,
Not Homeless,57906,Desoto ISD,57,Dallas County,10,Richardson,437.0,,,897.0,<725,<700,94.6,<25,3.2,2020,460.0,<100,11.8
Missing Homeless,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Foster Care,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Foster Care,57906,Desoto ISD,57,Dallas County,10,Richardson,437.0,,,897.0,<725,<700,94.6,<25,3.2,2020,460.0,<100,11.8
Missing Foster Care,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Military-Connected,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
Not Military-Connected,57906,Desoto ISD,57,Dallas County,10,Richardson,437.0,,,897.0,<725,<700,94.6,<25,3.2,2020,460.0,<100,11.8
Missing Military-Connected,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Section 504,57906,Desoto ISD,57,Dallas County,10,Richardson,422.0,,,858.0,<50,<50,91.2,<25,3.2,2020,437.0,<25,12.9
Not Section 504,57906,Desoto ISD,57,Dallas County,10,Richardson,438.0,,,899.0,685,649,94.7,21,3.2,2020,461.0,76,11.7
Missing Section 504,57906,Desoto ISD,57,Dallas County,10,Richardson,,,,,<25,<25,,<25,,2020,,<25,
All Students,57907,Duncanville ISD,57,Dallas County,10,Richardson,469.0,,,968.0,"<1,050",<525,49.0,<50,9.6,2020,499.0,<125,21.7
African American,57907,Duncanville ISD,57,Dallas County,10,Richardson,449.0,,,931.0,<400,<225,54.3,<25,6.0,2020,481.0,<50,15.3
American Indian,57907,Duncanville ISD,57,Dallas County,10,Richardson,490.0,,,1120.0,<25,<25,50.0,<25,,2020,630.0,<25,
Asian,57907,Duncanville ISD,57,Dallas County,10,Richardson,546.0,,,1083.0,<25,<25,66.7,<25,40.0,2020,537.0,<25,50.0
Hispanic,57907,Duncanville ISD,57,Dallas County,10,Richardson,478.0,,,984.0,<550,<250,43.6,<25,9.6,2020,506.0,<75,24.7
Pacific Islander,57907,Duncanville ISD,57,Dallas County,10,Richardson,,,,,<25,<25,50.0,<25,,2020,,<25,
White,57907,Duncanville ISD,57,Dallas County,10,Richardson,498.0,,,1036.0,<50,<25,54.5,<25,16.7,2020,538.0,<25,27.8
Multiracial,57907,Duncanville ISD,57,Dallas County,10,Richardson,510.0,,,1071.0,<50,<25,63.0,<25,29.4,2020,561.0,<25,41.2
Missing Ethnicity,57907,Duncanville ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Economically Disadvantaged,57907,Duncanville ISD,57,Dallas County,10,Richardson,466.0,,,959.0,<750,<350,46.1,<50,7.8,2020,493.0,<75,20.9
Not Economically Disadvantaged,57907,Duncanville ISD,57,Dallas County,10,Richardson,475.0,,,988.0,<300,<175,55.9,<25,13.5,2020,513.0,<50,23.7
Missing Econ,57907,Duncanville ISD,57,Dallas County,10,Richardson,505.0,,,1035.0,0,2,,0,,2020,530.0,0,
Female,57907,Duncanville ISD,57,Dallas County,10,Richardson,459.0,,,956.0,<525,<300,57.2,<25,7.7,2020,496.0,<75,17.8
Male,57907,Duncanville ISD,57,Dallas County,10,Richardson,482.0,,,987.0,<525,<225,40.5,<50,12.3,2020,504.0,<75,27.5
Missing Gender,57907,Duncanville ISD,57,Dallas County,10,Richardson,,,,,0,0,,0,,2020,,0,
Bil/ESL,57907,Duncanville ISD,57,Dallas County,10,Richardson,427.0,,,849.0,<75,<25,15.6,<25,,2020,422.0,<25,
Not Bil/ESL,57907,Duncanville ISD,57,Dallas County,10,Richardson,469.0,,,970.0,<975,<500,51.0,<50,9.8,2020,501.0,<125,22.2
Missing Bil/ESL,57907,Duncanville ISD,57,Dallas County,10,Richardson,505.0,,,1035.0,0,2,,0,,2020,530.0,0,
CTE,57907,Duncanville ISD,57,Dallas County,10,Richardson,462.0,,,956.0,<850,<425,49.8,<50,7.5,2020,494.0,<100,19.0
Not CTE,57907,Duncanville ISD,57,Dallas County,10,Richardson,502.0,,,1028.0,<200,<100,44.2,<25,20.2,2020,526.0,<50,35.7
Missing CTE,57907,Duncanville ISD,57,Dallas County,10,Richardson,505.0,,,1035.0,0,2,,0,,2020,530.0,0,
Gifted,57907,Duncanville ISD,57,Dallas County,10,Richardson,534.0,,,1112.0,<100,<75,86.7,<25,29.2,2020,578.0,<50,53.8
Not Gifted,57907,Duncanville ISD,57,Dallas County,10,Richardson,459.0,,,946.0,<975,<450,45.8,<50,6.7,2020,488.0,<75,17.0
Missing Gifted,57907,Duncanville ISD,57,Dallas County,10,Richardson,505.0,,,1035.0,<25,<25,,<25,,2020,530.0,<25,
