Region,County,District,District Name, Charter Status,Staff_Category,Staff,FTE Count,Total Base Pay,Average Base Pay,Year
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS TECHNOLOGY SPECIALIST,2.0,113626.0,56813.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,6.5,281592.0,43322.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CHILD NUTRITION,15.63,336366.0,21526.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CUSTODIAL-STAFF SRV IN AUX/SPT,12.5,331613.0,26529.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,HUMAN RESOURCES (CRT-HR SPECIA,0.5,18572.0,37144.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,MAINTENANCE-STF SRV IN AUX/SPT,2.0,91341.0,45671.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,2.0,96943.0,48472.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,51.04,1680133.0,32918.0,2020-2021
10,DALLAS COUNTY,57829.0,A+ ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,198.66,10152228.0,51105.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN/ELEMENTARY (K-6),0.03,2018.0,61713.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),2.36,153041.0,64804.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,0.33,20578.0,61722.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,0.52,32940.0,63419.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,2.33,151736.0,65022.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,2.57,162775.0,63344.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,6.81,429757.0,63101.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,41.04,2576326.0,62773.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,56.0,3529171.0,63018.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,1.0,65199.0,65199.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,DEPARTMENT HEAD,1.0,72011.0,72011.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,2.0,139206.0,69603.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,1.0,69686.0,69686.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,5.0,346102.0,69220.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,3.0,200148.0,66716.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,1.0,72011.0,72011.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,2.0,143453.0,71727.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,91076.0,91076.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,7.0,506688.0,72384.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,68.0,4381961.0,64438.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,9.0,380344.0,42260.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,9.0,380344.0,42260.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,13.0,546899.0,42069.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,5.0,235664.0,47133.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,18.0,782563.0,43476.0,2020-2021
10,DALLAS COUNTY,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,95.0,5544868.0,58365.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,4.0,133464.0,33363.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,2.33,81234.0,34926.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN/ELEMENTARY (K-6),0.01,391.0,36204.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),0.88,23541.0,26694.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),0.78,23488.0,30059.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,1.0,37202.0,37202.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,1.5,46931.0,31367.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,1.5,47215.0,31391.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,1.05,39711.0,37719.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,0.95,36222.0,38245.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,0.99,36381.0,36883.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,2.34,86076.0,36731.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,2.26,72570.0,32077.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,2.26,72661.0,32179.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,21.85,737087.0,33733.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,FOOD SERVICE PROFESSIONAL,1.0,21840.0,21840.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,INSTRUCT MATERIALS COORDINATOR,0.5,22068.0,44136.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,MAINTENANCE-SRV IN PRF/MGT RLE,1.0,32240.0,32240.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,1.0,42053.0,42053.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL COUNSELOR,1.0,45000.0,45000.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL NURSE,1.0,24024.0,24024.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TEACHER FACILITATOR,2.0,78627.0,39314.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,7.5,265852.0,35447.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,1.0,42000.0,42000.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,1.0,58000.0,58000.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,REGISTRAR,1.0,37000.0,37000.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,85000.0,85000.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,4.0,222000.0,55500.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,33.35,1224939.0,36729.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,2.0,48880.0,24440.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,2.0,48880.0,24440.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,2.0,53040.0,26520.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS TECHNOLOGY SPECIALIST,1.0,37128.0,37128.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,3.0,90168.0,30056.0,2020-2021
10,DALLAS COUNTY,57810.0,ACADEMY OF DALLAS,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,38.35,1363987.0,35566.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,2.55,123807.0,48586.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,3.4,162029.0,47637.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),3.08,150400.0,48849.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),0.48,19818.0,40972.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,3.0,178875.0,59625.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,5.0,249149.0,49820.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,3.95,200247.0,50676.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,3.05,159351.0,52210.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,3.72,189259.0,50894.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,4.78,239436.0,50074.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,4.06,203967.0,50253.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,4.2,205758.0,48989.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,4.51,237434.0,52598.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,10.8,573717.0,53108.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,56.59,2893247.0,51124.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,1.11,40785.0,36839.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COMMUNICATIONS PROFESSIONAL,2.0,141085.0,70543.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,DEPARTMENT HEAD,2.0,143455.0,71728.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,FOOD SERVICE PROFESSIONAL,1.0,42650.0,42650.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,INSTRUCT MATERIALS COORDINATOR,1.0,46200.0,46200.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,4.0,268980.0,67245.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,2.0,86000.0,43000.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,RESEARCH/EVALUATN PROFESSIONAL,2.0,106000.0,53000.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL COUNSELOR,2.0,123000.0,61500.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL NURSE,3.0,118275.0,39425.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TEACHER FACILITATOR,3.87,246909.0,63773.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,23.98,1363339.0,56856.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,1.9,115679.0,60935.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,2.0,216500.0,108250.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,2.0,123450.0,61725.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,2.0,116225.0,58113.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,1.0,111650.0,111650.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,4.0,338275.0,84569.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,140000.0,140000.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,13.9,1161779.0,83591.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,94.47,5418365.0,57355.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,1.0,40600.0,40600.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,1.0,40600.0,40600.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,8.78,294512.0,33561.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,8.0,270877.0,33860.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CHILD NUTRITION,8.0,172070.0,21509.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CUSTODIAL-STAFF SRV IN AUX/SPT,4.0,88310.0,22078.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,MAINTENANCE-STF SRV IN AUX/SPT,1.0,26900.0,26900.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,2.64,66808.0,25290.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,32.42,919477.0,28364.0,2020-2021
10,DALLAS COUNTY,57806.0,ADVANTAGE ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,127.89,6378442.0,49876.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,1.0,42500.0,42500.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,1.67,19874.0,11924.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,1.67,59418.0,35650.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,1.67,65918.0,39550.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,0.83,29059.0,34868.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,1.08,34371.0,31725.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,1.08,34371.0,31725.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,9.0,285511.0,31722.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,1.0,65000.0,65000.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,36000.0,36000.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,2.0,101000.0,50500.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,11.0,386511.0,35136.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,1.3,49633.0,38179.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,1.3,49633.0,38179.0,2020-2021
10,DALLAS COUNTY,57851.0,BRIDGEWAY PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,12.3,436144.0,35458.0,2020-2021
10,DALLAS COUNTY,57903.0,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,PRE-KINDERGARTEN,53.89,3381341.0,62745.0,2020-2021
10,DALLAS COUNTY,57903.0,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN,128.11,7666795.0,59847.0,2020-2021
10,DALLAS COUNTY,57903.0,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ELEMENTARY (GRADES 1-6),19.92,1307751.0,65662.0,2020-2021
10,DALLAS COUNTY,57903.0,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),79.66,4993358.0,62686.0,2020-2021
10,DALLAS COUNTY,57903.0,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ALL GRADE LEVELS,44.94,2694821.0,59965.0,2020-2021
10,DALLAS COUNTY,57903.0,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 1,138.55,8409280.0,60693.0,2020-2021
10,DALLAS COUNTY,57903.0,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 2,123.77,7470679.0,60361.0,2020-2021
10,DALLAS COUNTY,57903.0,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 3,121.32,7394839.0,60951.0,2020-2021
